Rice Variety	ROS	OSRMC	SUB1A	CAT	SNCA3	Stress_Condition
BPT 5204 (Sona Masuri)	1.864665653	3.322941891	2.012715321	3.009799374	3.37368079	Salinity_Stress
ADT 45	3.195095029	1.925941741	2.248265775	3.000604205	3.409928022	Salinity_Stress
TKM 9	3.052013017	3.630837083	2.618173831	2.766100358	2.99984356	Drought_Stress
TRY 3 (Trichy 3)	1.844540212	2.01965326	2.864259078	3.035763833	3.453536744	Salinity_Stress
ADT 45	2.33	2.94	2.09	3.16	3.3	Salinity_Stress
ASD 16	3.453941793	3.677271448	2.233505582	2.986763829	2.913958413	Drought_Stress
ADT 43	1.976608962	2.5439579	2.252231158	2.69680862	2.818170192	Healthy
Pusa Basmati 1	2.506984192	3.430508314	2.137012488	3.151872365	3.250493154	Salinity_Stress
ADT 45	2.07	3.48	1.98	2.93	3.41	Salinity_Stress
ADT 45	3.361147226	3.475720374	2.781131432	2.58255602	3.354613255	Drought_Stress
MDU 5	2.34	2.15	2.46	2.2	2.5	Healthy
PQR-303	2.18	2.11	2.5	2.04	2.51	Healthy
ADT 37	3.118828793	3.072650102	2.607171806	2.776740923	2.760874103	Drought_Stress
MDU 5	2.935108079	3.768066778	2.345701056	3.115632355	3.24504974	Salinity_Stress
PMK 3 (Ponmani)	3.351644454	3.738907051	2.03131834	3.182412294	3.078972288	Drought_Stress
IR 36	2.827646996	2.906961565	2.217407264	3.052539704	3.218234809	Salinity_Stress
Jaya	3.004701044	3.7634124	2.873483362	2.156416039	2.993917947	Drought_Stress
CORH 3 (Hybrid Rice)	2.917000994	3.439972817	2.714726931	2.880870302	3.16082535	Salinity_Stress
ADT 45	2.94244016	3.764013335	2.353954394	2.893580419	3.227931763	Salinity_Stress
TRY 3 (Trichy 3)	1.878581792	1.844728893	2.073128409	2.608402637	2.682011228	Healthy
TKM 9	2.08	2.51	2.49	2.65	2.49	Healthy
IR 64	2.22	2.27	2.57	2.39	2.53	Healthy
CO 43	3.21004064	3.259369627	2.111797738	2.788462244	2.607900502	Drought_Stress
ADT 45	2.068286115	1.827555992	2.572432898	2.210566771	2.416290657	Healthy
Swarna	2.082285632	1.931720991	2.916724023	2.046764693	2.544325215	Healthy
White Ponni	2.366703235	2.747283222	2.606221631	2.656924103	2.905205405	Healthy
LMN-404	3.126529442	3.106122384	2.855445129	2.756825279	2.435293328	Drought_Stress
ASD 16	1.851538223	3.314396384	2.035084613	2.843052746	3.139484598	Salinity_Stress
CO 43	2.09	2.93	2.28	3.04	3.36	Salinity_Stress
ABC-101	3.117408145	1.882684657	2.654897351	3.131303106	3.378756046	Salinity_Stress
ADT 45	2.46668274	2.20796199	2.712801698	3.136148198	3.113967441	Salinity_Stress
Pusa Basmati 1	2.300014671	2.045134559	2.65956893	2.249972321	2.766848191	Healthy
ADT 45	2.306179603	1.890501216	2.815172671	2.605282706	2.563632995	Healthy
CO 43	3.174878215	2.335245805	2.060063134	2.996329189	3.148090678	Salinity_Stress
LMN-404	3.251684343	3.055131183	2.397394694	2.305971283	2.441712603	Drought_Stress
IR 64	3.37	3.41	2.21	2.14	3.35	Drought_Stress
CO 43	3.060824287	3.80893693	2.883567952	2.318971734	3.394726025	Drought_Stress
PQR-303	3.197285241	3.421140499	2.250608462	2.309790887	3.032231602	Drought_Stress
ADT 43	2.85255555	3.31121471	2.529499229	2.698152057	3.08755365	Drought_Stress
IR 50	2.298319512	2.739485589	2.667279493	2.116299407	2.793287738	Healthy
ADT 43	3.029544262	3.054838219	2.040983729	3.098424336	2.436228711	Drought_Stress
IR 64	2.727635675	2.46494851	2.441503325	2.870303918	3.451782173	Salinity_Stress
CORH 3 (Hybrid Rice)	2.326775908	1.906628549	2.839769375	2.201212263	2.808056763	Salinity_Stress
ASD 16	3.220389124	1.898040734	2.172287765	3.101035783	3.122968277	Salinity_Stress
TRY 3 (Trichy 3)	2.431168335	3.499050027	1.979141808	2.967444136	3.302757854	Salinity_Stress
CO 43	2.403157124	2.782681354	2.94106908	2.840614684	3.05587458	Salinity_Stress
TRY 1 (Trichy 1)	3.16	3.45	2.49	2.64	2.98	Drought_Stress
CO 43	3.06	3.12	2.07	2.38	2.57	Drought_Stress
ADT 37	3.071602441	3.294423523	2.416231035	2.863478604	3.33467278	Drought_Stress
PQR-303	2.088016051	2.330133042	2.191945558	3.138814431	3.244033329	Salinity_Stress
MDU 5	2.006799314	2.083317985	2.68948673	2.563354465	2.399176723	Healthy
ABC-101	3.423477579	3.414505204	2.896220502	3.044219569	3.362102033	Salinity_Stress
IR 64	2.26	2.55	2.45	2.25	2.47	Healthy
ADT 43	2.127106599	2.423843233	2.928048097	2.373476551	2.856021396	Healthy
ABC-101	3.253607919	3.757014306	2.637522024	2.927130162	2.579210196	Drought_Stress
ADT 43	3.060794519	3.180791974	2.558489267	3.141468909	3.075491336	Salinity_Stress
VGD 59	2.953304491	3.618728566	2.436908232	2.496905202	2.681775405	Drought_Stress
XYZ-202	3.22	3.02	2.14	3.02	3.2	Drought_Stress
MDU 5	2.25	2.43	1.98	2.35	2.54	Healthy
CO 43	2.34	2.69	2.91	3.06	3.14	Salinity_Stress
XYZ-202	3.318190088	3.168004213	2.333508543	3.010262637	3.389436611	Drought_Stress
ADT 43	3.239070818	3.698226242	2.872244801	3.066564127	2.914771673	Drought_Stress
XYZ-202	2.552091614	1.877949582	2.565378399	3.082662864	3.077219673	Salinity_Stress
LMN-404	3.041038562	3.676843329	2.664275709	2.223889472	2.731481262	Drought_Stress
MDU 5	3.12	3.3	3	2.97	3.09	Salinity_Stress
IR 36	3.167524091	3.374140992	2.793546248	2.536870571	3.347335407	Drought_Stress
LMN-404	2.84908458	3.587571849	2.46861795	2.559385255	2.784741772	Drought_Stress
ABC-101	2.254647527	2.211947896	1.962946873	2.442244689	2.690879742	Healthy
IR 20	3.156530795	3.674043435	2.289378858	2.399383532	3.200085558	Drought_Stress
BPT 5204 (Sona Masuri)	2.811817194	3.098537965	1.94334632	2.910098539	3.090313687	Salinity_Stress
VGD 59	3.312547885	3.202343062	2.863350626	2.035767714	3.246169881	Drought_Stress
White Ponni	2.26	3.05	2.48	2.92	3.39	Salinity_Stress
BPT 5204 (Sona Masuri)	3.412284636	2.711084485	2.986986312	3.03674854	3.459682567	Salinity_Stress
CO 43	2.410101001	1.923833081	2.826363565	1.998717205	2.48810699	Healthy
PQR-303	2.083384884	2.00850288	2.530320204	2.238902088	2.689298105	Healthy
ADT 37	2.09	2.78	2.84	2.03	2.8	Healthy
White Ponni	3.25	3.11	2.23	2.54	3.07	Drought_Stress
Pusa Basmati 1	2.163760797	2.355938593	2.856267519	2.851318972	3.421661776	Salinity_Stress
ADT 45	3.35	3.15	2.47	3.02	2.87	Drought_Stress
ADT 45	3.333516963	3.479343774	2.782074472	2.549724542	3.351511617	Drought_Stress
TRY 1 (Trichy 1)	3.170038612	2.520990245	2.990083352	3.154110243	3.305965002	Salinity_Stress
Pusa Basmati 1	2.437929424	2.198692927	2.8332802	3.05706862	3.165596558	Salinity_Stress
ABC-101	2.622425235	2.688612825	2.808785709	3.154529667	3.379219737	Salinity_Stress
IR 36	3.49	3.77	2.95	2.82	3.25	Salinity_Stress
Swarna	2.310710555	2.401524821	2.255676945	2.290770029	2.686780191	Healthy
Swarna	2.141442969	1.940839567	2.757375174	2.43343148	2.423793498	Healthy
PQR-303	2.99730888	3.029140991	2.831896753	3.154764411	3.269266035	Salinity_Stress
TRY 1 (Trichy 1)	2.433672755	2.341591272	2.793900175	3.094598729	3.512284667	Salinity_Stress
ADT 45	2.02	2.35	2.82	2.58	2.92	Healthy
CORH 3 (Hybrid Rice)	2.445032215	3.548642469	2.383952886	3.002003407	3.32157859	Salinity_Stress
XYZ-202	3.424527825	2.196835758	2.684308914	2.927768982	3.481708228	Salinity_Stress
Swarna	3.46	3.13	1.98	2.97	3.49	Drought_Stress
TRY 1 (Trichy 1)	2.309415128	2.261638218	2.836159803	2.588995271	2.998922548	Healthy
VGD 59	2.24	2.21	2.19	2.08	2.99	Healthy
TKM 9	3.305350791	3.161312131	2.175133996	2.748460522	3.344553985	Drought_Stress
PMK 3 (Ponmani)	2.814929476	3.220881211	1.992801307	2.632474658	2.712578684	Drought_Stress
ADT 45	3.37	3.53	1.93	3.09	3.49	Salinity_Stress
MDU 5	3.1	3.42	2.22	2.15	2.71	Drought_Stress
VGD 59	1.89	2.19	2.31	2.38	2.47	Healthy
XYZ-202	2.446648629	2.232945932	2.540736275	2.086869682	2.438047131	Healthy
XYZ-202	2.996903176	3.564868945	2.561147965	2.778072247	2.996300814	Drought_Stress
VGD 59	3.29952619	3.530168635	2.055491434	3.054595904	3.217456669	Drought_Stress
ADT 37	3.068652331	3.721053325	2.483695125	3.114028937	3.371802709	Salinity_Stress
IR 64	3.219564801	3.732803777	2.561344563	2.474176032	3.245156862	Drought_Stress
Swarna	2.774820695	3.70236119	2.279885869	2.924521437	3.147153264	Drought_Stress
IR 36	2.451538647	2.075961183	1.963436665	2.68620888	2.502606442	Healthy
ADT 43	3.48940743	3.444099795	2.074706653	2.920089764	3.124632804	Salinity_Stress
PMK 3 (Ponmani)	3.310993095	3.73204181	2.417176482	2.132726257	2.837541209	Drought_Stress
TRY 1 (Trichy 1)	1.847693184	2.335955279	2.066229829	2.277405606	2.826988589	Healthy
IR 50	3.189794646	3.045680076	1.975677734	3.026428428	2.442405046	Drought_Stress
White Ponni	2.050673175	2.598852255	2.655028395	2.654100465	2.746817467	Healthy
ADT 45	3.286273319	3.567463147	2.847405978	3.169638499	2.952816144	Drought_Stress
BPT 5204 (Sona Masuri)	2.056862346	1.988307986	2.098390025	2.088470019	2.553974401	Healthy
LMN-404	3.104758421	2.656301476	2.671189354	3.052884292	3.443619836	Healthy
Pusa Basmati 1	2.860766267	3.55136756	1.956728215	2.9641786	3.20637021	Drought_Stress
ADT 37	3.186207554	2.522844301	2.985068079	2.954223329	2.999858409	Salinity_Stress
ADT 37	2.7	3	1.93	2.8	3.39	Salinity_Stress
CO 43	1.794434987	1.875585621	2.297885799	2.246355961	2.856499953	Healthy
Jaya	2.40565777	1.891855579	2.513860858	2.69844774	2.718842917	Healthy
IR 64	2.486216623	2.654721467	2.255316435	2.440926992	2.610912727	Healthy
LMN-404	2.38	1.8	1.95	2.88	3.38	Salinity_Stress
IR 64	2.804204557	2.233306786	2.355874564	2.929998707	3.165735639	Salinity_Stress
TRY 1 (Trichy 1)	2.859698377	3.727757811	2.184452556	2.718739427	3.225065533	Drought_Stress
White Ponni	2.947281743	3.416779461	2.982470045	2.98338268	3.379162183	Salinity_Stress
LMN-404	3.216361084	3.092985922	2.002192735	2.081293453	3.428682527	Drought_Stress
IR 20	1.940080935	2.621223694	2.368617412	2.707778214	2.741014672	Healthy
ASD 16	2.29	2.13	2.07	2.92	3.18	Salinity_Stress
ASD 16	3.350945559	3.575024021	2.229414887	2.270741059	2.533688748	Drought_Stress
IR 64	2.621675944	2.578155451	2.955623776	2.799821752	3.047373662	Salinity_Stress
IR 64	3.242632996	3.772559878	2.566895991	2.473478553	3.233802427	Drought_Stress
CO 43	2.57	2.97	2.48	3.17	3.03	Salinity_Stress
IR 36	2.058347064	2.485931204	2.330694695	2.572323732	2.707437964	Healthy
IR 50	2.271691774	2.345162919	2.931698996	2.170182103	2.727970447	Healthy
IR 20	2.1	2.61	2.03	2.29	2.99	Healthy
TRY 1 (Trichy 1)	2.968528431	3.524222741	2.814902208	2.482514775	2.981753654	Drought_Stress
TRY 3 (Trichy 3)	2.255826949	2.072463776	2.940412908	2.12826249	2.681822486	Healthy
White Ponni	3.170068204	3.147965421	2.048332642	2.614998164	3.476907041	Drought_Stress
PQR-303	3.238390351	3.683395772	2.369352882	2.038758536	3.327310779	Drought_Stress
XYZ-202	3.273974126	3.306438872	2.887763905	2.516102916	3.389312614	Drought_Stress
IR 64	3.451365952	3.257491838	1.940067839	2.965569352	2.966370425	Drought_Stress
Jaya	1.871581828	2.505702076	2.066947951	2.234222727	2.998398024	Healthy
Swarna	2.256433242	1.807919711	2.525327843	2.938691979	3.415068172	Salinity_Stress
XYZ-202	3.314880477	3.19046182	2.453420625	2.753985876	3.146731466	Drought_Stress
BPT 5204 (Sona Masuri)	2.201463142	1.782236984	2.906839293	2.40099583	2.424859668	Healthy
IR 50	3.383574811	3.411925649	2.725736916	2.418585698	2.58657652	Drought_Stress
TRY 3 (Trichy 3)	3.07	3.09	2.46	2.25	2.46	Drought_Stress
TRY 3 (Trichy 3)	2.86	2.14	2.36	3.16	3.1	Salinity_Stress
Pusa Basmati 1	2.969225095	3.265909609	2.274023369	2.900471972	3.416805864	Drought_Stress
XYZ-202	2.952531327	2.036812264	2.81471018	2.883724083	3.230095833	Salinity_Stress
ADT 37	2.324624997	2.764536025	2.379529535	3.156608362	3.267993438	Salinity_Stress
VGD 59	3.500762063	3.621531744	2.87849171	2.317631019	2.723800859	Drought_Stress
Pusa Basmati 1	1.98	2.37	2.94	2.04	3	Healthy
TKM 9	2.926888425	3.541091528	3.009008548	2.425585891	3.112007023	Drought_Stress
ADT 43	2.812852906	1.85527841	1.923223231	2.903866245	3.426382455	Salinity_Stress
IR 64	1.809222865	2.59068357	2.83339849	3.061079339	3.181386263	Salinity_Stress
Swarna	2.376325233	2.437200591	2.472649883	2.621490386	2.44295362	Healthy
Pusa Basmati 1	3.11	3.38	2.02	2.99	3.33	Salinity_Stress
XYZ-202	3.16631001	3.769816221	2.785126497	2.298543859	3.012414497	Drought_Stress
Pusa Basmati 1	3.155504337	3.791675488	2.652378887	2.381354846	2.602866797	Drought_Stress
TRY 3 (Trichy 3)	1.986539037	1.959983224	2.195071168	2.540654266	2.55310167	Healthy
IR 36	3.25	2.61	2.64	3.18	3.49	Salinity_Stress
Jaya	2.849324267	2.947816452	1.898150842	3.120573496	3.103942847	Salinity_Stress
TRY 1 (Trichy 1)	3.432862329	3.742434472	2.1380109	2.777568002	3.014794224	Drought_Stress
ADT 45	2.82802562	3.054224935	2.465748423	2.924716348	2.675209937	Drought_Stress
LMN-404	2.972286773	3.349408307	1.979052351	2.730555478	3.404766646	Drought_Stress
IR 50	3.248609681	3.778452509	2.892471414	3.032435432	3.055452712	Drought_Stress
BPT 5204 (Sona Masuri)	1.837927528	2.129909878	2.286889502	2.592458843	2.667413871	Healthy
TKM 9	2.925459971	3.555563574	2.989260611	2.439912107	3.123105986	Drought_Stress
XYZ-202	1.881501808	2.622320903	1.949717734	2.495437607	2.750499594	Healthy
Swarna	2.152549197	2.167324822	2.117036418	3.041077369	3.325347753	Salinity_Stress
LMN-404	3.323160409	3.235867647	2.976637202	2.278331865	2.784714899	Drought_Stress
CORH 3 (Hybrid Rice)	2.045123089	2.085572338	2.162487935	2.382525082	2.972284677	Healthy
ADT 43	1.97	2.18	2.37	2.6	2.95	Healthy
LMN-404	3.126604069	3.216438241	2.158088168	3.040403377	2.591791929	Drought_Stress
ABC-101	2.867182087	3.549435128	2.901083241	3.13177153	2.690661475	Drought_Stress
PQR-303	3.01	3.5	2.35	2.77	3.05	Drought_Stress
IR 50	2.270007823	2.768660886	2.654921013	2.092827865	2.790231426	Healthy
MDU 5	3.336973344	3.670786662	2.92157615	2.886434489	3.448857084	Drought_Stress
CO 43	3.34377534	2.33706823	2.82855687	3.183417721	3.348141979	Salinity_Stress
IR 64	2.217957795	2.701631793	2.383520986	2.165378341	2.980301453	Healthy
TKM 9	2.299589853	2.469593052	2.859453685	2.119218625	2.671040792	Healthy
TKM 9	2.569209594	3.311687915	2.123694619	3.069346277	3.337028802	Salinity_Stress
Pusa Basmati 1	2.466672113	1.84938432	2.767123801	2.136863968	2.579212043	Healthy
IR 20	2.729239992	3.45594851	2.16169457	2.933213246	3.405452696	Salinity_Stress
LMN-404	2.132079722	2.415722553	2.268519499	2.496645816	2.417510155	Healthy
TRY 1 (Trichy 1)	1.817976004	2.128512281	2.493698171	3.104481298	3.30845513	Salinity_Stress
IR 36	2.28292458	3.503257003	2.913328564	3.108883202	3.310333968	Salinity_Stress
Pusa Basmati 1	3.33517403	3.291232734	2.846535553	3.109375535	3.277135219	Drought_Stress
LMN-404	3.1	2.64	2.67	3.05	3.43	Salinity_Stress
ASD 16	3.238501441	3.274605749	2.273758975	2.755772812	3.242398251	Drought_Stress
PMK 3 (Ponmani)	2.450293662	2.045049012	2.20822108	2.16817464	2.691833642	Healthy
ABC-101	2.608366245	2.687961161	2.814355296	3.153958737	3.368002675	Salinity_Stress
MDU 5	2.149969179	2.223909149	2.478610109	2.6626087	2.868372402	Healthy
IR 36	2.81	3.56	2.87	2.99	3.45	Drought_Stress
XYZ-202	3.403370933	2.196399999	2.673820744	2.935745843	3.484969022	Salinity_Stress
CO 43	3.171348723	3.162728496	2.567915391	2.641232515	2.919497712	Drought_Stress
TKM 9	2.80220703	1.996390719	2.754594605	3.001628268	3.223164401	Salinity_Stress
Swarna	2.177894885	2.392661709	2.860555294	2.395730914	2.481203781	Healthy
TRY 1 (Trichy 1)	2.986027153	3.541373405	2.824750668	2.485787131	2.986181746	Drought_Stress
IR 20	2.407890057	1.976122661	2.944186509	2.622864749	2.591701786	Healthy
LMN-404	2.165439325	2.666990633	2.267099427	2.595941367	2.630718933	Drought_Stress
ASD 16	3.300250006	3.237283774	2.125296097	2.433354099	2.502934889	Salinity_Stress
IR 50	2.880250185	3.685457403	2.845881914	2.796447063	2.926252736	Drought_Stress
PQR-303	2.88	3.26	2.71	2.83	2.49	Drought_Stress
IR 50	3.170193319	3.344640475	2.73546795	2.809140047	3.347533523	Drought_Stress
LMN-404	2.81	3.62	1.98	2.18	3.2	Drought_Stress
Jaya	2.62	2.06	2.22	3.12	3.45	Salinity_Stress
TRY 1 (Trichy 1)	3.437952827	3.105860203	2.861445028	2.833152894	3.095198465	Drought_Stress
White Ponni	3.060524848	2.60119469	2.301666975	3.105525665	3.467736423	Salinity_Stress
ABC-101	3.26	3.41	2.41	2.6	3.25	Drought_Stress
ADT 45	2.820896727	3.763027084	2.469327695	3.00582934	2.462510317	Drought_Stress
ADT 43	3.400679568	3.266522263	2.136816802	2.337218969	2.860333971	Drought_Stress
TKM 9	2.49	2.04	2.77	2.01	2.46	Healthy
Swarna	3.417893689	3.1454301	2.592157801	2.730999552	2.790332994	Drought_Stress
ADT 37	2.927989719	2.332386952	2.863466426	2.883057062	3.059699915	Salinity_Stress
ADT 43	2.97	2.69	2.91	3.13	3.36	Salinity_Stress
TRY 1 (Trichy 1)	2.92630334	3.737118983	2.194782349	2.566195968	3.445844108	Drought_Stress
XYZ-202	3.304548928	3.6435808	2.542048837	3.000917079	3.418614629	Salinity_Stress
White Ponni	2.824702901	2.052867374	3.002982405	2.851613215	3.433356753	Salinity_Stress
ADT 37	1.969007027	1.940093428	1.974814403	3.102557952	3.477996108	Drought_Stress
XYZ-202	2.100237587	2.475555696	2.31730391	2.944691323	3.331834384	Salinity_Stress
IR 20	2.499761794	2.742432381	2.097457546	2.578661318	2.706565095	Healthy
IR 64	2.37	3.8	2.47	2.91	3.12	Salinity_Stress
ADT 43	2.94	3.44	2.73	2.25	3.35	Drought_Stress
Swarna	3.190553403	2.618853126	2.292556092	3.081414097	3.498801167	Salinity_Stress
IR 50	2.25558216	1.959723861	2.210055029	2.517202556	2.771146324	Healthy
LMN-404	2.066609412	2.617483171	2.187972076	2.33546057	2.502789818	Healthy
PQR-303	3.39	3.37	1.98	2.16	3.02	Drought_Stress
LMN-404	2.43	2.16	2.3	2.36	2.91	Healthy
Pusa Basmati 1	2.86	3.6	2.6	2.44	3.05	Drought_Stress
IR 64	2.215050565	2.271777187	2.563224494	2.385171038	2.498985775	Healthy
XYZ-202	3.121308227	3.814826638	2.800046672	2.277973031	3.021339371	Drought_Stress
TKM 9	2.728230544	3.130201452	2.446229339	2.969199556	3.105934678	Salinity_Stress
BPT 5204 (Sona Masuri)	1.910278555	2.303525799	2.119713623	2.158471519	2.781210865	Healthy
VGD 59	3.167152772	3.39373084	2.788145864	2.455567106	2.654640482	Drought_Stress
CO 43	2.200527326	2.112250959	2.406880022	2.977134814	3.455566976	Salinity_Stress
XYZ-202	3.008920973	3.556194484	2.563704661	2.767022297	2.988652786	Drought_Stress
VGD 59	2.18	2.55	2.91	2.99	3.39	Salinity_Stress
BPT 5204 (Sona Masuri)	1.825075472	1.859075473	2.462720164	2.572687248	2.656186948	Healthy
IR 64	3.2	3.2	2.06	2.06	3.27	Drought_Stress
ASD 16	2.361568835	2.651852344	2.438621544	2.187267267	2.818830706	Healthy
LMN-404	2.250190561	2.063348671	2.683493169	2.494117021	2.481978007	Healthy
CO 43	1.879393301	3.389179148	2.527479722	3.019960273	3.23610083	Salinity_Stress
Swarna	3.314943721	3.513943624	2.051158261	3.019147943	2.417809643	Drought_Stress
ASD 16	2.893313172	3.431980757	2.552117048	2.259324247	2.81358246	Drought_Stress
CO 43	3.24831796	3.593305778	2.453902192	2.957374413	2.994099658	Drought_Stress
ADT 45	2.905937127	2.115772046	2.825510388	3.172165837	3.054583385	Salinity_Stress
TRY 1 (Trichy 1)	2.9	2.82	2.27	3.09	3.04	Salinity_Stress
CORH 3 (Hybrid Rice)	2.242525952	1.855618791	2.22754951	2.055514376	2.785440774	Healthy
LMN-404	3.486960511	3.528332962	1.964523376	2.397153168	3.328079175	Salinity_Stress
ABC-101	2.339696448	2.478566323	2.726220888	2.418467886	2.670934933	Healthy
ADT 37	2.415181893	1.993502918	2.826276568	2.211655722	2.421291208	Healthy
ADT 37	2.89	2.08	1.94	2.97	3.24	Salinity_Stress
Pusa Basmati 1	2.181797114	2.582490851	2.717558859	2.527586112	2.709272387	Healthy
TRY 3 (Trichy 3)	3.113121484	2.107880803	1.930940478	2.881031704	3.339598764	Salinity_Stress
VGD 59	2.141641685	3.764596079	1.989204642	2.9320248	3.220564034	Salinity_Stress
TRY 3 (Trichy 3)	2.902783546	3.098046301	2.654323866	2.635226676	2.810036094	Drought_Stress
TKM 9	3.153461015	2.755547146	2.105749689	3.081516214	3.061024772	Salinity_Stress
PQR-303	1.83579541	2.309440021	2.33603534	2.35042698	2.661228879	Healthy
PQR-303	3.28	3.44	2.74	2.32	2.53	Drought_Stress
Pusa Basmati 1	3.361050681	3.680706387	2.760652423	2.44733533	2.62329699	Drought_Stress
PQR-303	3.188466949	3.015579344	2.908558845	3.081535427	3.051506845	Drought_Stress
TRY 3 (Trichy 3)	1.960201322	2.361219964	2.96975499	2.078715047	2.877272971	Drought_Stress
CORH 3 (Hybrid Rice)	1.864047226	1.845599113	2.485957883	2.124093619	2.971749774	Healthy
ABC-101	2.357269896	2.339042336	1.917401348	2.706425374	2.681124243	Healthy
LMN-404	2.24	3.62	2.26	3.01	3.18	Salinity_Stress
CORH 3 (Hybrid Rice)	2.487060183	3.533705845	2.368683353	3.00102432	3.325511317	Salinity_Stress
White Ponni	2.984936171	3.105645933	2.68081847	2.785664775	2.815688189	Drought_Stress
TRY 3 (Trichy 3)	3.33	3.23	2.96	3.05	3.25	Salinity_Stress
BPT 5204 (Sona Masuri)	1.93	2.77	2.85	2.69	2.43	Healthy
Swarna	2.45	2.75	2.84	2.1	2.58	Healthy
ADT 43	2.114067064	1.881927897	2.912047538	2.459097445	2.704387594	Healthy
ADT 45	3.41	3.7	2.69	2.01	3.1	Drought_Stress
ADT 37	2.307812434	2.473040577	2.500077407	2.386987294	2.48956137	Healthy
Swarna	3.319582539	3.488474608	2.949764107	2.705798559	3.485208713	Drought_Stress
White Ponni	1.997468531	2.046002892	2.090313681	2.466493646	2.570656945	Healthy
ABC-101	3.33	3.13	2.26	3.07	3.3	Drought_Stress
IR 20	3.268811326	3.294441072	2.884136346	2.827019222	2.58693323	Drought_Stress
ASD 16	2.261722948	2.339959871	1.977662076	3.164529495	3.384801159	Salinity_Stress
XYZ-202	3.09293048	3.262988796	2.424320005	2.224821151	2.969316728	Drought_Stress
